goal combination,count,pick count
"['1 Skulltula from each Adult Dungeon', '2 Skulltulas in Lon Lon Ranch', 'Ice Arrows']",1,2
"['1 Skulltula from each Adult Dungeon', '2 Skulltulas in Lon Lon Ranch', 'Obtain all 8 Small Keys in Fire Temple']",1,1
"['1 Skulltula from each Adult Dungeon', '2 Skulltulas in Lon Lon Ranch', 'Open the Final Door of Forest Trial']",1,2
"['1 Skulltula from each Adult Dungeon', '2 Skulltulas in Lon Lon Ranch', 'Open the Final Door of Shadow Trial']",1,1
"['1 Skulltula from each Adult Dungeon', '2 Skulltulas in Lon Lon Ranch', 'Silver Gauntlets']",1,0
"['1 Skulltula from each Adult Dungeon', '2 Skulltulas in Lon Lon Ranch']",5,5
"['1 Skulltula from each Adult Dungeon', '3 Boots', '3 Tunics']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Boots', '30 Deku Nuts']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Boots', '6 Hearts']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Boots', '8 Different Unused Keys in Gerudo Training Grounds']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Boots', 'All 5 Skulltulas in Fire Temple']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Boots', 'Bolero of Fire']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Boots', 'Goron Bracelet']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Boots', 'Green Gauntlets']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Boots', 'Open the Final Door of Water Trial']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Boots']",3,1
"['1 Skulltula from each Adult Dungeon', '3 Lake Hylia Skulltulas', '3 Shields']",1,2
"['1 Skulltula from each Adult Dungeon', '3 Lake Hylia Skulltulas', '3 Tunics']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Lake Hylia Skulltulas', 'All 5 Skulltulas in Spirit Temple']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Lake Hylia Skulltulas', 'All 8 Zoras Domain area Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Lake Hylia Skulltulas', 'Beat Jabu-Jabus Belly']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Lake Hylia Skulltulas', 'Dins Fire']",1,2
"['1 Skulltula from each Adult Dungeon', '3 Lake Hylia Skulltulas', 'Goron Tunic']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Lake Hylia Skulltulas', 'Lon Lon Ranch HP']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Lake Hylia Skulltulas', 'Map & Compass in Deku Tree']",1,2
"['1 Skulltula from each Adult Dungeon', '3 Lake Hylia Skulltulas', 'Open the Final Door of Forest Trial']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Lake Hylia Skulltulas', 'Open the Final Door of Spirit Trial']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Lake Hylia Skulltulas', 'Two Fairy Spells']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Lake Hylia Skulltulas']",4,3
"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Boots', '5 Magic Beans']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Boots', '7 Hearts (no duping)']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Boots', 'All 8 Zoras Domain area Skulltulas']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Boots', 'Bolero of Fire']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Boots', 'Bronze Gauntlets']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Boots', 'Eponas Song']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Boots', 'Map & Compass in Dodongos Cavern']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Boots', 'Plant bean in Death Mountain Crater']",2,1
"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Boots']",3,2
"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Tunics', '7 Hearts (no duping)']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Tunics', '7 Magic Beans']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Tunics', 'All 4 Child Skulltulas in Zoras Domain Area']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Tunics', 'All 5 Skulltulas in Dodongos Cavern']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Tunics', 'All 8 Death Mountain area Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Tunics', 'All 8 Kakariko area Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Tunics', 'All 8 Zoras Domain area Skulltulas']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Tunics', 'Exactly 30 Deku Sticks']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Tunics', 'Ganons Castle Boss Key']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Tunics', 'Goron Bracelet']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Tunics', 'Lens of Truth']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Tunics', 'Map & Compass in Bottom of the Well']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Tunics', 'Open the Final Door of Forest Trial']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Tunics', 'Open the Final Door of Light Trial']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Tunics', 'Quiver (40)']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Shields & 3 Tunics']",5,2
"['1 Skulltula from each Adult Dungeon', '3 Shields', '3 Tunics']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Shields', '6 Hearts']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Shields', 'All 4 Gerudo Valley area Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Shields', 'All 4 Lost Woods area Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Shields', 'All 4 Skulltulas in Jabu-Jabu']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Shields', 'Both HPs in Lost Woods']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Shields', 'Bottled Fairy']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Shields', 'Dins Fire']",2,2
"['1 Skulltula from each Adult Dungeon', '3 Shields', 'Exactly 30 Deku Sticks']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Shields', 'Goron Bracelet']",2,0
"['1 Skulltula from each Adult Dungeon', '3 Shields', 'Green Gauntlets']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Shields', 'Lon Lon Ranch HP']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Shields', 'Map & Compass in Deku Tree']",1,2
"['1 Skulltula from each Adult Dungeon', '3 Shields', 'Quiver (40)']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Shields', 'Win Bombchu Bowling Prize']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Shields']",6,2
"['1 Skulltula from each Adult Dungeon', '3 Skulltulas in Water Temple', '6 Songs']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Skulltulas in Water Temple', 'All 3 Skulltulas in Bottom of the Well']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Skulltulas in Water Temple', 'All 5 Skulltulas in Shadow Temple']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Skulltulas in Water Temple', 'All 8 Kakariko area Skulltulas']",3,3
"['1 Skulltula from each Adult Dungeon', '3 Skulltulas in Water Temple', 'Both HPs in Death Mountain Crater']",1,3
"['1 Skulltula from each Adult Dungeon', '3 Skulltulas in Water Temple', 'Both HPs in Lost Woods']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Skulltulas in Water Temple', 'Bottled Fairy']",3,1
"['1 Skulltula from each Adult Dungeon', '3 Skulltulas in Water Temple', 'Bullet Bag (40)']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Skulltulas in Water Temple', 'Defeat Volvagia']",1,3
"['1 Skulltula from each Adult Dungeon', '3 Skulltulas in Water Temple', 'Defeat all Lizalfos in Dodongos Cavern']",2,1
"['1 Skulltula from each Adult Dungeon', '3 Skulltulas in Water Temple', 'Fire Arrows']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Skulltulas in Water Temple', 'Open the Final Door of Water Trial']",2,2
"['1 Skulltula from each Adult Dungeon', '3 Skulltulas in Water Temple', 'Quiver (50)']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Skulltulas in Water Temple', 'Two Fairy Spells']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Skulltulas in Water Temple', 'Water Medallion']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Skulltulas in Water Temple']",7,5
"['1 Skulltula from each Adult Dungeon', '3 Songs', '3 Tunics']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Songs', '5 Zora area HPs']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Songs', 'All 8 Kakariko area Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Songs', 'All 8 Zoras Domain area Skulltulas']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Songs', 'Defeat Meg (purple Poe)']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Songs', 'Free all 9 Gorons in Fire Temple']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Songs', 'Goron Bracelet']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Songs', 'Open 5 Gold Rupee Chests']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Songs', 'Silver Scale']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Songs']",3,1
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Boots', '37th Heart Piece (Child Fortress)']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Boots', '4 Unused Keys in Forest Temple']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Boots', '7 Magic Beans']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Boots', 'All 3 Skulltulas in Bottom of the Well']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Boots', 'All 4 Lon Lon Ranch area Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Boots', 'All 4 Lost Woods area Skulltulas']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Boots', 'All 4 Market area Skulltulas']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Boots', 'All 8 Kakariko area Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Boots', 'Bottled Fairy']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Boots', 'Defeat Meg (purple Poe)']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Boots', 'Defeat Morpha']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Boots', 'Defeat Volvagia']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Boots', 'Double Defense']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Boots', 'Fire Temple Boss Key']",2,1
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Boots', 'Frogs HP']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Boots', 'Ganons Castle Boss Key']",2,0
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Boots', 'Goron Bracelet']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Boots', 'Map & Compass in Dodongos Cavern']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Boots', 'Obtain all 5 Small Keys in Shadow Temple']",3,1
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Boots', 'Open 3 Gold Rupee Chests']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Boots', 'Open the Final Door of Shadow Trial']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Boots', 'Open the Final Door of Spirit Trial']",2,0
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Boots', 'Silver Scale']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Boots', 'Win Bombchu Bowling Prize']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Boots']",10,5
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Shields', 'All 8 Death Mountain area Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Shields', 'All 8 Zoras Domain area Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Shields', 'Defeat Big Octo']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Shields', 'Dins Fire']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Shields', 'Lens of Truth']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Shields', 'Lon Lon Ranch HP']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Shields']",2,0
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Tunics', '5 Zora area HPs']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Tunics', '7 Magic Beans']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Tunics', '8 Hearts (no duping)']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Tunics', 'All 5 Skulltulas in Spirit Temple']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Tunics', 'All 8 Death Mountain area Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Tunics', 'Beat Dodongos Cavern']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Tunics', 'Defeat Amy (Green Poe)']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Tunics', 'Obtain all 5 Small Keys in Shadow Temple']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Tunics', 'Open 3 Gold Rupee Chests']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Swords & 3 Tunics']",3,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics & 3 Boots', 'All 3 Kokiri Forest area Skulltulas']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Tunics & 3 Boots', 'All 4 Child Skulltulas in Zoras Domain Area']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Tunics & 3 Boots', 'All 4 Lon Lon Ranch area Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics & 3 Boots', 'Beat the Fire Temple']",2,1
"['1 Skulltula from each Adult Dungeon', '3 Tunics & 3 Boots', 'Bottled Fairy']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Tunics & 3 Boots', 'Defeat Meg (purple Poe)']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Tunics & 3 Boots', 'Exactly 30 Deku Sticks']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics & 3 Boots', 'Fairy Slingshot']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Tunics & 3 Boots']",3,2
"['1 Skulltula from each Adult Dungeon', '3 Tunics', '4 Unused Keys in Forest Temple']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', '5 Zora area HPs']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', '6 Hearts']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Tunics', '8 Different Unused Keys in Gerudo Training Grounds']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', '8 Hearts (no duping)']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', '9 Hearts (no duping)']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'All 3 Kokiri Forest area Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'All 4 Gerudo Valley area Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'All 4 Lon Lon Ranch area Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'All 4 Lost Woods area Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'All 4 Wasteland/ Colossus area Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'All 5 Skulltulas in Spirit Temple']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'All 8 Zoras Domain area Skulltulas']",3,1
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'Beat the Shadow Temple']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'Defeat Queen Gohma']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'Defeat a White Wolfos']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'Eponas Song']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'Free all 9 Gorons in Fire Temple']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'Gerudos Card']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'Goron Bracelet']",3,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'Green Gauntlets']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'Light Arrows']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'Map & Compass in Jabu-Jabu']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'Milk']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'Nayrus Love']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'Obtain all 5 Small Keys in Shadow Temple']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'Open the Final Door of Forest Trial']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'Open the Final Door of Light Trial']",2,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'Open the Final Door of Spirit Trial']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'Open the Final Door of Water Trial']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'Quiver (50)']",2,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics', 'Sarias Song']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Tunics']",14,2
"['1 Skulltula from each Adult Dungeon', '3 Unused Keys in Gerudo Training Grounds', '30 Deku Nuts']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Unused Keys in Gerudo Training Grounds', '5 Magic Beans']",1,1
"['1 Skulltula from each Adult Dungeon', '3 Unused Keys in Gerudo Training Grounds', '5 Zora area HPs']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Unused Keys in Gerudo Training Grounds', 'All 4 Wasteland/ Colossus area Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Unused Keys in Gerudo Training Grounds', 'All 8 Death Mountain area Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Unused Keys in Gerudo Training Grounds', 'Dins Fire']",2,1
"['1 Skulltula from each Adult Dungeon', '3 Unused Keys in Gerudo Training Grounds', 'Exactly 30 Deku Sticks']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Unused Keys in Gerudo Training Grounds', 'Fire Temple Boss Key']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Unused Keys in Gerudo Training Grounds', 'Goron Tunic']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Unused Keys in Gerudo Training Grounds', 'Green Gauntlets']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Unused Keys in Gerudo Training Grounds', 'Megaton Hammer']",2,1
"['1 Skulltula from each Adult Dungeon', '3 Unused Keys in Gerudo Training Grounds', 'Open the Final Door of Water Trial']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Unused Keys in Gerudo Training Grounds', 'Two Fairy Spells']",1,0
"['1 Skulltula from each Adult Dungeon', '3 Unused Keys in Gerudo Training Grounds']",5,1
"['1 Skulltula from each Adult Dungeon', '30 Deku Nuts', '5 Zora area HPs']",2,0
"['1 Skulltula from each Adult Dungeon', '30 Deku Nuts', 'All 4 Market area Skulltulas']",1,1
"['1 Skulltula from each Adult Dungeon', '30 Deku Nuts', 'All 5 Skulltulas in Fire Temple']",1,0
"['1 Skulltula from each Adult Dungeon', '30 Deku Nuts', 'All 8 Zoras Domain area Skulltulas']",1,1
"['1 Skulltula from each Adult Dungeon', '30 Deku Nuts', 'Beat Dodongos Cavern']",1,0
"['1 Skulltula from each Adult Dungeon', '30 Deku Nuts', 'Defeat Big Octo']",1,1
"['1 Skulltula from each Adult Dungeon', '30 Deku Nuts', 'Goron Bracelet']",2,1
"['1 Skulltula from each Adult Dungeon', '30 Deku Nuts', 'Mirror Shield']",1,1
"['1 Skulltula from each Adult Dungeon', '30 Deku Nuts', 'Obtain all 8 Small Keys in Fire Temple']",1,1
"['1 Skulltula from each Adult Dungeon', '30 Deku Nuts', 'Open the Final Door of Water Trial']",1,0
"['1 Skulltula from each Adult Dungeon', '30 Deku Nuts', 'Stone of Agony']",1,1
"['1 Skulltula from each Adult Dungeon', '30 Deku Nuts', 'Two Fairy Spells']",2,1
"['1 Skulltula from each Adult Dungeon', '30 Deku Nuts', 'Water Temple Boss Key']",1,1
"['1 Skulltula from each Adult Dungeon', '30 Deku Nuts']",6,3
"['1 Skulltula from each Adult Dungeon', '37th Heart Piece (Child Fortress)', 'All 5 Lake Hylia Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '37th Heart Piece (Child Fortress)', 'All 8 Zoras Domain area Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '37th Heart Piece (Child Fortress)', 'Beat the Fire Temple']",1,0
"['1 Skulltula from each Adult Dungeon', '37th Heart Piece (Child Fortress)', 'Bolero of Fire']",1,0
"['1 Skulltula from each Adult Dungeon', '37th Heart Piece (Child Fortress)', 'Defeat Volvagia']",2,0
"['1 Skulltula from each Adult Dungeon', '37th Heart Piece (Child Fortress)', 'Dins Fire']",1,1
"['1 Skulltula from each Adult Dungeon', '37th Heart Piece (Child Fortress)', 'Exactly 20 Deku Sticks']",1,1
"['1 Skulltula from each Adult Dungeon', '37th Heart Piece (Child Fortress)', 'Forest Temple Boss Key']",1,0
"['1 Skulltula from each Adult Dungeon', '37th Heart Piece (Child Fortress)', 'Ganons Castle Boss Key']",1,0
"['1 Skulltula from each Adult Dungeon', '37th Heart Piece (Child Fortress)', 'Giants Knife']",1,0
"['1 Skulltula from each Adult Dungeon', '37th Heart Piece (Child Fortress)', 'Map & Compass in Fire Temple']",1,1
"['1 Skulltula from each Adult Dungeon', '37th Heart Piece (Child Fortress)', 'Open 3 Gold Rupee Chests']",1,0
"['1 Skulltula from each Adult Dungeon', '37th Heart Piece (Child Fortress)', 'Quiver (50)']",1,0
"['1 Skulltula from each Adult Dungeon', '37th Heart Piece (Child Fortress)']",5,1
"['1 Skulltula from each Adult Dungeon', '4 Skulltulas in Shadow Temple', '6 Songs']",1,0
"['1 Skulltula from each Adult Dungeon', '4 Skulltulas in Shadow Temple', '8 Hearts (no duping)']",1,1
"['1 Skulltula from each Adult Dungeon', '4 Skulltulas in Shadow Temple', 'All 5 Lake Hylia Skulltulas']",1,0
"['1 Skulltula from each Adult Dungeon', '4 Skulltulas in Shadow Temple', 'All 5 Skulltulas in Dodongos Cavern']",1,1
"['1 Skulltula from each Adult Dungeon', '4 Skulltulas in Shadow Temple', 'Bomb Bag (30)']",1,0
"['1 Skulltula from each Adult Dungeon', '4 Skulltulas in Shadow Temple', 'Both HPs in Death Mountain Crater']",1,1
"['1 Skulltula from each Adult Dungeon', '4 Skulltulas in Shadow Temple', 'Both HPs in Lost Woods']",1,0
"['1 Skulltula from each Adult Dungeon', '4 Skulltulas in Shadow Temple', 'Bullet Bag (50)']",1,3
"['1 Skulltula from each Adult Dungeon', '4 Skulltulas in Shadow Temple', 'Defeat a Skull Kid']",1,0
"['1 Skulltula from each Adult Dungeon', '4 Skulltulas in Shadow Temple', 'Exactly 30 Deku Sticks']",1,1
